year,carrier,salida,llegada,diff
2013,B6,2013-01-31T14:00:00Z,2013-01-31T14:15:00Z,15
2013,US,2013-01-31T08:00:00Z,2013-01-31T08:25:00Z,25
2013,US,2013-01-31T11:00:00Z,2013-01-31T11:30:00Z,30
2013,US,2013-01-31T15:00:00Z,2013-01-31T15:00:00Z,0
2013,US,2013-01-31T06:00:00Z,2013-01-31T06:00:00Z,0
2013,US,2013-01-31T07:00:00Z,2013-01-31T07:00:00Z,0
2013,US,2013-01-31T08:00:00Z,2013-01-31T08:00:00Z,0
2013,US,2013-01-31T12:00:00Z,2013-01-31T12:00:00Z,0
2013,US,2013-01-31T13:00:00Z,2013-01-31T13:00:00Z,0
2013,US,2013-01-31T15:00:00Z,2013-01-31T15:00:00Z,0
2013,US,2013-01-31T21:00:00Z,2013-01-31T21:00:00Z,0
2013,US,2013-01-31T07:00:00Z,2013-01-31T07:00:00Z,0
2013,US,2013-01-31T08:00:00Z,2013-01-31T08:00:00Z,0
2013,US,2013-01-31T09:00:00Z,2013-01-31T09:00:00Z,0
2013,WN,2013-01-31T15:00:00Z,2013-01-31T15:10:00Z,10
2013,WN,2013-01-31T19:00:00Z,2013-01-31T19:40:00Z,40
2013,YV,2013-01-31T14:00:00Z,2013-01-31T14:35:00Z,35
2013,MQ,2013-01-31T16:00:00Z,2013-01-31T16:35:00Z,35
2013,MQ,2013-01-31T08:00:00Z,2013-01-31T08:25:00Z,25
2013,MQ,2013-01-31T13:00:00Z,2013-01-31T13:00:00Z,0
2013,MQ,2013-01-31T13:00:00Z,2013-01-31T13:15:00Z,15
2013,MQ,2013-01-31T09:00:00Z,2013-01-31T09:20:00Z,20
2013,MQ,2013-01-31T13:00:00Z,2013-01-31T13:25:00Z,25
2013,MQ,2013-01-31T12:00:00Z,2013-01-31T12:00:00Z,0
2013,MQ,2013-01-31T14:00:00Z,2013-01-31T14:10:00Z,10
2013,UA,2013-01-31T14:00:00Z,2013-01-31T14:46:00Z,46
2013,UA,2013-01-31T06:00:00Z,2013-01-31T06:25:00Z,25
2013,US,2013-10-31T05:00:00Z,2013-01-31T05:00:00Z,-393120
2013,UA,2013-10-31T05:00:00Z,2013-01-31T05:17:00Z,-393103
2013,AA,2013-10-31T05:00:00Z,2013-01-31T05:45:00Z,-393075
2013,UA,2013-10-31T05:00:00Z,2013-01-31T05:45:00Z,-393075
2013,B6,2013-10-31T06:00:00Z,2013-01-31T06:00:00Z,-393120
2013,US,2013-10-31T06:00:00Z,2013-01-31T06:00:00Z,-393120
2013,US,2013-10-31T06:00:00Z,2013-01-31T06:00:00Z,-393120
2013,B6,2013-10-31T06:00:00Z,2013-01-31T06:00:00Z,-393120
2013,EV,2013-10-31T06:00:00Z,2013-01-31T06:00:00Z,-393120
2013,B6,2013-10-31T06:00:00Z,2013-01-31T06:00:00Z,-393120
2013,DL,2013-10-31T06:00:00Z,2013-01-31T06:00:00Z,-393120
2013,EV,2013-10-31T06:00:00Z,2013-01-31T06:00:00Z,-393120
2013,EV,2013-10-31T06:00:00Z,2013-01-31T06:00:00Z,-393120
2013,AA,2013-10-31T06:00:00Z,2013-01-31T06:00:00Z,-393120
2013,UA,2013-10-31T06:00:00Z,2013-01-31T06:00:00Z,-393120
2013,UA,2013-10-31T06:00:00Z,2013-01-31T06:00:00Z,-393120
2013,UA,2013-10-31T06:00:00Z,2013-01-31T06:00:00Z,-393120
2013,US,2013-10-31T06:00:00Z,2013-01-31T06:00:00Z,-393120
2013,EV,2013-10-31T06:00:00Z,2013-01-31T06:00:00Z,-393120
2013,WN,2013-10-31T06:00:00Z,2013-01-31T06:00:00Z,-393120
2013,DL,2013-10-31T06:00:00Z,2013-01-31T06:00:00Z,-393120
2013,AA,2013-10-31T06:00:00Z,2013-01-31T06:00:00Z,-393120
2013,FL,2013-10-31T06:00:00Z,2013-01-31T06:00:00Z,-393120
2013,DL,2013-10-31T06:00:00Z,2013-01-31T06:10:00Z,-393110
2013,MQ,2013-10-31T06:00:00Z,2013-01-31T06:15:00Z,-393105
2013,AA,2013-10-31T06:00:00Z,2013-01-31T06:10:00Z,-393110
2013,WN,2013-10-31T06:00:00Z,2013-01-31T06:10:00Z,-393110
2013,US,2013-10-31T06:00:00Z,2013-01-31T06:15:00Z,-393105
2013,EV,2013-10-31T06:00:00Z,2013-01-31T06:15:00Z,-393105
2013,US,2013-10-31T06:00:00Z,2013-01-31T06:15:00Z,-393105
2013,EV,2013-10-31T06:00:00Z,2013-01-31T06:19:00Z,-393101
2013,EV,2013-10-31T06:00:00Z,2013-01-31T06:20:00Z,-393100
2013,MQ,2013-10-31T06:00:00Z,2013-01-31T06:20:00Z,-393100
2013,WN,2013-10-31T06:00:00Z,2013-01-31T06:20:00Z,-393100
2013,EV,2013-10-31T06:00:00Z,2013-01-31T06:20:00Z,-393100
2013,EV,2013-10-31T06:00:00Z,2013-01-31T06:22:00Z,-393098
2013,B6,2013-10-31T06:00:00Z,2013-01-31T06:25:00Z,-393095
2013,UA,2013-10-31T06:00:00Z,2013-01-31T06:00:00Z,-393120
2013,B6,2013-10-31T06:00:00Z,2013-01-31T06:30:00Z,-393090
2013,DL,2013-10-31T06:00:00Z,2013-01-31T06:30:00Z,-393090
2013,EV,2013-10-31T06:00:00Z,2013-01-31T06:00:00Z,-393120
2013,B6,2013-10-31T06:00:00Z,2013-01-31T06:32:00Z,-393088
2013,EV,2013-10-31T06:00:00Z,2013-01-31T06:30:00Z,-393090
2013,US,2013-10-31T06:00:00Z,2013-01-31T06:30:00Z,-393090
2013,WN,2013-10-31T06:00:00Z,2013-01-31T06:25:00Z,-393095
2013,AA,2013-10-31T06:00:00Z,2013-01-31T06:30:00Z,-393090
2013,B6,2013-10-31T06:00:00Z,2013-01-31T06:30:00Z,-393090
2013,B6,2013-10-31T06:00:00Z,2013-01-31T06:35:00Z,-393085
2013,UA,2013-10-31T06:00:00Z,2013-01-31T06:30:00Z,-393090
2013,EV,2013-10-31T06:00:00Z,2013-01-31T06:35:00Z,-393085
2013,UA,2013-10-31T06:00:00Z,2013-01-31T06:30:00Z,-393090
2013,US,2013-10-31T06:00:00Z,2013-01-31T06:30:00Z,-393090
2013,US,2013-10-31T06:00:00Z,2013-01-31T06:30:00Z,-393090
2013,B6,2013-10-31T06:00:00Z,2013-01-31T06:11:00Z,-393109
2013,MQ,2013-10-31T06:00:00Z,2013-01-31T06:30:00Z,-393090
2013,UA,2013-10-31T06:00:00Z,2013-01-31T06:30:00Z,-393090
2013,AA,2013-10-31T06:00:00Z,2013-01-31T06:29:00Z,-393091
2013,UA,2013-10-31T06:00:00Z,2013-01-31T06:37:00Z,-393083
2013,EV,2013-10-31T06:00:00Z,2013-01-31T06:41:00Z,-393079
2013,9E,2013-10-31T06:00:00Z,2013-01-31T06:45:00Z,-393075
2013,EV,2013-10-31T06:00:00Z,2013-01-31T06:40:00Z,-393080
2013,B6,2013-10-31T06:00:00Z,2013-01-31T06:45:00Z,-393075
2013,DL,2013-10-31T06:00:00Z,2013-01-31T06:40:00Z,-393080
2013,UA,2013-10-31T06:00:00Z,2013-01-31T06:48:00Z,-393072
2013,B6,2013-10-31T06:00:00Z,2013-01-31T06:50:00Z,-393070
2013,UA,2013-10-31T06:00:00Z,2013-01-31T06:55:00Z,-393065
2013,EV,2013-10-31T06:00:00Z,2013-01-31T06:30:00Z,-393090
2013,MQ,2013-10-31T06:00:00Z,2013-01-31T06:55:00Z,-393065
2013,MQ,2013-10-31T06:00:00Z,2013-01-31T06:59:00Z,-393061
2013,UA,2013-10-31T06:00:00Z,2013-01-31T06:52:00Z,-393068
2013,VX,2013-10-31T07:00:00Z,2013-01-31T07:00:00Z,-393120
2013,EV,2013-10-31T06:00:00Z,2013-01-31T06:40:00Z,-393080
2013,B6,2013-10-31T07:00:00Z,2013-01-31T07:01:00Z,-393119
2013,US,2013-10-31T07:00:00Z,2013-01-31T07:00:00Z,-393120
2013,B6,2013-10-31T07:00:00Z,2013-01-31T07:00:00Z,-393120
2013,UA,2013-10-31T07:00:00Z,2013-01-31T07:00:00Z,-393120
2013,UA,2013-10-31T07:00:00Z,2013-01-31T07:00:00Z,-393120
2013,US,2013-10-31T07:00:00Z,2013-01-31T07:00:00Z,-393120
2013,DL,2013-10-31T07:00:00Z,2013-01-31T07:00:00Z,-393120
2013,9E,2013-10-31T06:00:00Z,2013-01-31T06:59:00Z,-393061
2013,WN,2013-10-31T06:00:00Z,2013-01-31T06:55:00Z,-393065
2013,DL,2013-10-31T07:00:00Z,2013-01-31T07:00:00Z,-393120
2013,B6,2013-10-31T07:00:00Z,2013-01-31T07:00:00Z,-393120
2013,UA,2013-10-31T07:00:00Z,2013-01-31T07:00:00Z,-393120
2013,DL,2013-10-31T07:00:00Z,2013-01-31T07:00:00Z,-393120
2013,UA,2013-10-31T06:00:00Z,2013-01-31T06:59:00Z,-393061
2013,DL,2013-10-31T07:00:00Z,2013-01-31T07:00:00Z,-393120
2013,UA,2013-10-31T06:00:00Z,2013-01-31T06:50:00Z,-393070
2013,UA,2013-10-31T07:00:00Z,2013-01-31T07:00:00Z,-393120
2013,WN,2013-10-31T07:00:00Z,2013-01-31T07:00:00Z,-393120
2013,AA,2013-10-31T07:00:00Z,2013-01-31T07:05:00Z,-393115
2013,DL,2013-10-31T07:00:00Z,2013-01-31T07:04:00Z,-393116
2013,DL,2013-10-31T07:00:00Z,2013-01-31T07:05:00Z,-393115
2013,AA,2013-10-31T07:00:00Z,2013-01-31T07:10:00Z,-393110
2013,AA,2013-10-31T06:00:00Z,2013-01-31T06:55:00Z,-393065
2013,DL,2013-10-31T06:00:00Z,2013-01-31T06:55:00Z,-393065
2013,WN,2013-10-31T07:00:00Z,2013-01-31T07:05:00Z,-393115
2013,DL,2013-10-31T07:00:00Z,2013-01-31T07:10:00Z,-393110
2013,AA,2013-10-31T07:00:00Z,2013-01-31T07:10:00Z,-393110
2013,AA,2013-10-31T07:00:00Z,2013-01-31T07:10:00Z,-393110
2013,UA,2013-10-31T07:00:00Z,2013-01-31T07:20:00Z,-393100
2013,EV,2013-10-31T07:00:00Z,2013-01-31T07:00:00Z,-393120
2013,UA,2013-10-31T07:00:00Z,2013-01-31T07:23:00Z,-393097
2013,VX,2013-10-31T07:00:00Z,2013-01-31T07:30:00Z,-393090
2013,UA,2013-10-31T07:00:00Z,2013-01-31T07:25:00Z,-393095
2013,UA,2013-10-31T07:00:00Z,2013-01-31T07:25:00Z,-393095
2013,B6,2013-10-31T07:00:00Z,2013-01-31T07:29:00Z,-393091
2013,UA,2013-10-31T06:00:00Z,2013-01-31T06:30:00Z,-393090
2013,UA,2013-10-31T07:00:00Z,2013-01-31T07:25:00Z,-393095
2013,AA,2013-10-31T07:00:00Z,2013-01-31T07:30:00Z,-393090
2013,B6,2013-10-31T07:00:00Z,2013-01-31T07:36:00Z,-393084
2013,MQ,2013-10-31T07:00:00Z,2013-01-31T07:25:00Z,-393095
2013,UA,2013-10-31T07:00:00Z,2013-01-31T07:25:00Z,-393095
2013,AS,2013-10-31T07:00:00Z,2013-01-31T07:20:00Z,-393100
2013,B6,2013-10-31T07:00:00Z,2013-01-31T07:30:00Z,-393090
2013,DL,2013-10-31T07:00:00Z,2013-01-31T07:30:00Z,-393090
2013,VX,2013-10-31T07:00:00Z,2013-01-31T07:30:00Z,-393090
2013,AA,2013-10-31T07:00:00Z,2013-01-31T07:35:00Z,-393085
2013,EV,2013-10-31T07:00:00Z,2013-01-31T07:10:00Z,-393110
2013,DL,2013-10-31T07:00:00Z,2013-01-31T07:35:00Z,-393085
2013,EV,2013-10-31T06:00:00Z,2013-01-31T06:59:00Z,-393061
2013,WN,2013-10-31T07:00:00Z,2013-01-31T07:40:00Z,-393080
2013,EV,2013-10-31T07:00:00Z,2013-01-31T07:37:00Z,-393083
2013,MQ,2013-10-31T07:00:00Z,2013-01-31T07:40:00Z,-393080
2013,B6,2013-10-31T07:00:00Z,2013-01-31T07:45:00Z,-393075
2013,UA,2013-10-31T07:00:00Z,2013-01-31T07:42:00Z,-393078
2013,DL,2013-10-31T07:00:00Z,2013-01-31T07:45:00Z,-393075
2013,B6,2013-10-31T07:00:00Z,2013-01-31T07:46:00Z,-393074
2013,MQ,2013-10-31T07:00:00Z,2013-01-31T07:50:00Z,-393070
2013,UA,2013-10-31T07:00:00Z,2013-01-31T07:47:00Z,-393073
2013,MQ,2013-10-31T07:00:00Z,2013-01-31T07:55:00Z,-393065
2013,MQ,2013-10-31T07:00:00Z,2013-01-31T07:55:00Z,-393065
2013,US,2013-10-31T07:00:00Z,2013-01-31T07:56:00Z,-393064
2013,UA,2013-10-31T07:00:00Z,2013-01-31T07:54:00Z,-393066
2013,AA,2013-10-31T07:00:00Z,2013-01-31T07:55:00Z,-393065
2013,EV,2013-10-31T07:00:00Z,2013-01-31T07:49:00Z,-393071
2013,UA,2013-10-31T07:00:00Z,2013-01-31T07:57:00Z,-393063
2013,US,2013-10-31T08:00:00Z,2013-01-31T08:00:00Z,-393120
2013,EV,2013-10-31T08:00:00Z,2013-01-31T08:00:00Z,-393120
2013,AA,2013-10-31T07:00:00Z,2013-01-31T07:59:00Z,-393061
2013,B6,2013-10-31T07:00:00Z,2013-01-31T07:25:00Z,-393095
2013,9E,2013-10-31T08:00:00Z,2013-01-31T08:00:00Z,-393120
2013,US,2013-10-31T08:00:00Z,2013-01-31T08:00:00Z,-393120
2013,WN,2013-10-31T07:00:00Z,2013-01-31T07:55:00Z,-393065
2013,9E,2013-10-31T08:00:00Z,2013-01-31T08:00:00Z,-393120
2013,AA,2013-10-31T07:00:00Z,2013-01-31T07:59:00Z,-393061
2013,B6,2013-10-31T07:00:00Z,2013-01-31T07:54:00Z,-393066
2013,UA,2013-10-31T08:00:00Z,2013-01-31T08:00:00Z,-393120
2013,DL,2013-10-31T08:00:00Z,2013-01-31T08:00:00Z,-393120
2013,DL,2013-10-31T07:00:00Z,2013-01-31T07:59:00Z,-393061
2013,EV,2013-10-31T08:00:00Z,2013-01-31T08:05:00Z,-393115
2013,AA,2013-10-31T08:00:00Z,2013-01-31T08:00:00Z,-393120
2013,B6,2013-10-31T07:00:00Z,2013-01-31T07:55:00Z,-393065
2013,DL,2013-10-31T08:00:00Z,2013-01-31T08:00:00Z,-393120
2013,9E,2013-10-31T07:00:00Z,2013-01-31T07:59:00Z,-393061
2013,UA,2013-10-31T08:00:00Z,2013-01-31T08:00:00Z,-393120
2013,DL,2013-10-31T08:00:00Z,2013-01-31T08:05:00Z,-393115
2013,EV,2013-10-31T08:00:00Z,2013-01-31T08:05:00Z,-393115
2013,9E,2013-10-31T08:00:00Z,2013-01-31T08:00:00Z,-393120
2013,B6,2013-10-31T08:00:00Z,2013-01-31T08:00:00Z,-393120
2013,DL,2013-10-31T08:00:00Z,2013-01-31T08:05:00Z,-393115
2013,DL,2013-10-31T08:00:00Z,2013-01-31T08:05:00Z,-393115
2013,DL,2013-10-31T08:00:00Z,2013-01-31T08:05:00Z,-393115
2013,EV,2013-10-31T08:00:00Z,2013-01-31T08:10:00Z,-393110
2013,MQ,2013-10-31T08:00:00Z,2013-01-31T08:10:00Z,-393110
2013,UA,2013-10-31T08:00:00Z,2013-01-31T08:10:00Z,-393110
2013,UA,2013-10-31T08:00:00Z,2013-01-31T08:08:00Z,-393112
2013,DL,2013-10-31T08:00:00Z,2013-01-31T08:10:00Z,-393110
2013,B6,2013-10-31T08:00:00Z,2013-01-31T08:15:00Z,-393105
2013,B6,2013-10-31T08:00:00Z,2013-01-31T08:11:00Z,-393109
2013,DL,2013-10-31T08:00:00Z,2013-01-31T08:10:00Z,-393110
2013,EV,2013-10-31T07:00:00Z,2013-01-31T07:59:00Z,-393061
2013,UA,2013-10-31T08:00:00Z,2013-01-31T08:00:00Z,-393120
2013,DL,2013-10-31T08:00:00Z,2013-01-31T08:15:00Z,-393105
2013,9E,2013-10-31T08:00:00Z,2013-01-31T08:05:00Z,-393115
2013,DL,2013-10-31T08:00:00Z,2013-01-31T08:15:00Z,-393105
2013,9E,2013-10-31T08:00:00Z,2013-01-31T08:05:00Z,-393115
2013,US,2013-10-31T08:00:00Z,2013-01-31T08:20:00Z,-393100
2013,AA,2013-10-31T08:00:00Z,2013-01-31T08:20:00Z,-393100
2013,B6,2013-10-31T08:00:00Z,2013-01-31T08:10:00Z,-393110
2013,UA,2013-10-31T08:00:00Z,2013-01-31T08:25:00Z,-393095
2013,DL,2013-10-31T08:00:00Z,2013-01-31T08:30:00Z,-393090
2013,EV,2013-10-31T07:00:00Z,2013-01-31T07:40:00Z,-393080
2013,9E,2013-10-31T08:00:00Z,2013-01-31T08:30:00Z,-393090
2013,MQ,2013-10-31T08:00:00Z,2013-01-31T08:29:00Z,-393091
2013,FL,2013-10-31T08:00:00Z,2013-01-31T08:10:00Z,-393110
2013,AA,2013-10-31T08:00:00Z,2013-01-31T08:29:00Z,-393091
2013,DL,2013-10-31T08:00:00Z,2013-01-31T08:30:00Z,-393090
2013,AA,2013-10-31T08:00:00Z,2013-01-31T08:25:00Z,-393095
2013,EV,2013-10-31T08:00:00Z,2013-01-31T08:30:00Z,-393090
2013,UA,2013-10-31T08:00:00Z,2013-01-31T08:30:00Z,-393090
2013,9E,2013-10-31T08:00:00Z,2013-01-31T08:30:00Z,-393090
2013,MQ,2013-10-31T08:00:00Z,2013-01-31T08:35:00Z,-393085
2013,EV,2013-10-31T08:00:00Z,2013-01-31T08:22:00Z,-393098
2013,EV,2013-10-31T08:00:00Z,2013-01-31T08:29:00Z,-393091
2013,UA,2013-10-31T08:00:00Z,2013-01-31T08:35:00Z,-393085
2013,EV,2013-10-31T08:00:00Z,2013-01-31T08:40:00Z,-393080
2013,EV,2013-10-31T08:00:00Z,2013-01-31T08:26:00Z,-393094
2013,F9,2013-10-31T08:00:00Z,2013-01-31T08:30:00Z,-393090
2013,UA,2013-10-31T08:00:00Z,2013-01-31T08:34:00Z,-393086
2013,EV,2013-10-31T08:00:00Z,2013-01-31T08:40:00Z,-393080
2013,UA,2013-10-31T08:00:00Z,2013-01-31T08:25:00Z,-393095
2013,EV,2013-10-31T08:00:00Z,2013-01-31T08:37:00Z,-393083
2013,MQ,2013-10-31T08:00:00Z,2013-01-31T08:40:00Z,-393080
2013,EV,2013-10-31T08:00:00Z,2013-01-31T08:40:00Z,-393080
2013,UA,2013-10-31T08:00:00Z,2013-01-31T08:40:00Z,-393080
2013,B6,2013-10-31T08:00:00Z,2013-01-31T08:36:00Z,-393084
2013,US,2013-10-31T08:00:00Z,2013-01-31T08:45:00Z,-393075
2013,EV,2013-10-31T08:00:00Z,2013-01-31T08:40:00Z,-393080
2013,UA,2013-10-31T08:00:00Z,2013-01-31T08:43:00Z,-393077
2013,EV,2013-10-31T08:00:00Z,2013-01-31T08:40:00Z,-393080
2013,EV,2013-10-31T08:00:00Z,2013-01-31T08:40:00Z,-393080
2013,US,2013-10-31T08:00:00Z,2013-01-31T08:25:00Z,-393095
2013,MQ,2013-10-31T08:00:00Z,2013-01-31T08:45:00Z,-393075
2013,EV,2013-10-31T06:00:00Z,2013-01-31T06:30:00Z,-393090
2013,B6,2013-10-31T08:00:00Z,2013-01-31T08:45:00Z,-393075
2013,EV,2013-10-31T08:00:00Z,2013-01-31T08:45:00Z,-393075
2013,EV,2013-10-31T08:00:00Z,2013-01-31T08:50:00Z,-393070
2013,MQ,2013-10-31T08:00:00Z,2013-01-31T08:50:00Z,-393070
2013,UA,2013-10-31T08:00:00Z,2013-01-31T08:45:00Z,-393075
2013,B6,2013-10-31T08:00:00Z,2013-01-31T08:42:00Z,-393078
2013,DL,2013-10-31T08:00:00Z,2013-01-31T08:50:00Z,-393070
2013,B6,2013-10-31T08:00:00Z,2013-01-31T08:48:00Z,-393072
2013,UA,2013-10-31T08:00:00Z,2013-01-31T08:52:00Z,-393068
2013,UA,2013-10-31T08:00:00Z,2013-01-31T08:48:00Z,-393072
2013,DL,2013-10-31T08:00:00Z,2013-01-31T08:55:00Z,-393065
2013,B6,2013-10-31T09:00:00Z,2013-01-31T09:00:00Z,-393120
2013,B6,2013-10-31T09:00:00Z,2013-01-31T09:00:00Z,-393120
2013,UA,2013-10-31T08:00:00Z,2013-01-31T08:55:00Z,-393065
2013,US,2013-10-31T09:00:00Z,2013-01-31T09:00:00Z,-393120
2013,US,2013-10-31T09:00:00Z,2013-01-31T09:00:00Z,-393120
2013,DL,2013-10-31T09:00:00Z,2013-01-31T09:00:00Z,-393120
2013,DL,2013-10-31T09:00:00Z,2013-01-31T09:00:00Z,-393120
2013,UA,2013-10-31T09:00:00Z,2013-01-31T09:00:00Z,-393120
2013,UA,2013-10-31T09:00:00Z,2013-01-31T09:00:00Z,-393120
2013,EV,2013-10-31T08:00:00Z,2013-01-31T08:50:00Z,-393070
2013,AA,2013-10-31T08:00:00Z,2013-01-31T08:59:00Z,-393061
2013,B6,2013-10-31T09:00:00Z,2013-01-31T09:00:00Z,-393120
2013,DL,2013-10-31T09:00:00Z,2013-01-31T09:00:00Z,-393120
2013,B6,2013-10-31T09:00:00Z,2013-01-31T09:00:00Z,-393120
2013,DL,2013-10-31T09:00:00Z,2013-01-31T09:00:00Z,-393120
2013,9E,2013-10-31T08:00:00Z,2013-01-31T08:32:00Z,-393088
2013,B6,2013-10-31T09:00:00Z,2013-01-31T09:00:00Z,-393120
2013,UA,2013-10-31T09:00:00Z,2013-01-31T09:00:00Z,-393120
2013,UA,2013-10-31T09:00:00Z,2013-01-31T09:02:00Z,-393118
2013,B6,2013-10-31T09:00:00Z,2013-01-31T09:08:00Z,-393112
2013,DL,2013-10-31T09:00:00Z,2013-01-31T09:10:00Z,-393110
2013,DL,2013-10-31T09:00:00Z,2013-01-31T09:05:00Z,-393115
2013,9E,2013-10-31T08:00:00Z,2013-01-31T08:45:00Z,-393075
2013,AA,2013-10-31T09:00:00Z,2013-01-31T09:10:00Z,-393110
2013,B6,2013-10-31T09:00:00Z,2013-01-31T09:10:00Z,-393110
2013,EV,2013-10-31T08:00:00Z,2013-01-31T08:55:00Z,-393065
2013,DL,2013-10-31T09:00:00Z,2013-01-31T09:15:00Z,-393105
2013,AA,2013-10-31T09:00:00Z,2013-01-31T09:15:00Z,-393105
2013,VX,2013-10-31T09:00:00Z,2013-01-31T09:15:00Z,-393105
2013,EV,2013-10-31T09:00:00Z,2013-01-31T09:15:00Z,-393105
2013,AA,2013-10-31T09:00:00Z,2013-01-31T09:10:00Z,-393110
2013,UA,2013-10-31T09:00:00Z,2013-01-31T09:24:00Z,-393096
2013,UA,2013-10-31T08:00:00Z,2013-01-31T08:57:00Z,-393063
2013,B6,2013-10-31T09:00:00Z,2013-01-31T09:30:00Z,-393090
2013,EV,2013-10-31T09:00:00Z,2013-01-31T09:15:00Z,-393105
2013,9E,2013-10-31T09:00:00Z,2013-01-31T09:25:00Z,-393095
2013,UA,2013-10-31T09:00:00Z,2013-01-31T09:26:00Z,-393094
2013,B6,2013-10-31T09:00:00Z,2013-01-31T09:21:00Z,-393099
2013,MQ,2013-10-31T09:00:00Z,2013-01-31T09:29:00Z,-393091
2013,AA,2013-10-31T09:00:00Z,2013-01-31T09:29:00Z,-393091
2013,B6,2013-10-31T09:00:00Z,2013-01-31T09:30:00Z,-393090
2013,B6,2013-10-31T08:00:00Z,2013-01-31T08:29:00Z,-393091
2013,EV,2013-10-31T09:00:00Z,2013-01-31T09:30:00Z,-393090
2013,EV,2013-10-31T09:00:00Z,2013-01-31T09:30:00Z,-393090
2013,UA,2013-10-31T09:00:00Z,2013-01-31T09:29:00Z,-393091
2013,EV,2013-10-31T09:00:00Z,2013-01-31T09:29:00Z,-393091
2013,B6,2013-10-31T09:00:00Z,2013-01-31T09:36:00Z,-393084
2013,WN,2013-10-31T09:00:00Z,2013-01-31T09:35:00Z,-393085
2013,9E,2013-10-31T08:00:00Z,2013-01-31T08:30:00Z,-393090
2013,WN,2013-10-31T09:00:00Z,2013-01-31T09:35:00Z,-393085
2013,VX,2013-10-31T09:00:00Z,2013-01-31T09:20:00Z,-393100
2013,AA,2013-10-31T09:00:00Z,2013-01-31T09:40:00Z,-393080
2013,WN,2013-10-31T09:00:00Z,2013-01-31T09:30:00Z,-393090
2013,VX,2013-10-31T09:00:00Z,2013-01-31T09:45:00Z,-393075
2013,AA,2013-10-31T09:00:00Z,2013-01-31T09:50:00Z,-393070
2013,B6,2013-10-31T09:00:00Z,2013-01-31T09:30:00Z,-393090
2013,9E,2013-10-31T09:00:00Z,2013-01-31T09:50:00Z,-393070
2013,UA,2013-10-31T09:00:00Z,2013-01-31T09:51:00Z,-393069
2013,UA,2013-10-31T10:00:00Z,2013-01-31T10:00:00Z,-393120
2013,EV,2013-10-31T09:00:00Z,2013-01-31T09:59:00Z,-393061
2013,B6,2013-10-31T09:00:00Z,2013-01-31T09:53:00Z,-393067
2013,EV,2013-10-31T10:00:00Z,2013-01-31T10:00:00Z,-393120
2013,US,2013-10-31T10:00:00Z,2013-01-31T10:00:00Z,-393120
2013,UA,2013-10-31T10:00:00Z,2013-01-31T10:00:00Z,-393120
2013,US,2013-10-31T10:00:00Z,2013-01-31T10:00:00Z,-393120
2013,9E,2013-10-31T10:00:00Z,2013-01-31T10:00:00Z,-393120
2013,FL,2013-10-31T10:00:00Z,2013-01-31T10:00:00Z,-393120
2013,AA,2013-10-31T09:00:00Z,2013-01-31T09:59:00Z,-393061
2013,UA,2013-10-31T09:00:00Z,2013-01-31T09:59:00Z,-393061
2013,DL,2013-10-31T10:00:00Z,2013-01-31T10:00:00Z,-393120
2013,B6,2013-10-31T09:00:00Z,2013-01-31T09:49:00Z,-393071
2013,UA,2013-10-31T10:00:00Z,2013-01-31T10:00:00Z,-393120
2013,EV,2013-10-31T09:00:00Z,2013-01-31T09:15:00Z,-393105
2013,B6,2013-10-31T10:00:00Z,2013-01-31T10:00:00Z,-393120
2013,US,2013-10-31T10:00:00Z,2013-01-31T10:05:00Z,-393115
2013,EV,2013-10-31T10:00:00Z,2013-01-31T10:10:00Z,-393110
2013,MQ,2013-10-31T10:00:00Z,2013-01-31T10:10:00Z,-393110
2013,MQ,2013-10-31T10:00:00Z,2013-01-31T10:10:00Z,-393110
2013,US,2013-10-31T10:00:00Z,2013-01-31T10:15:00Z,-393105
2013,US,2013-10-31T10:00:00Z,2013-01-31T10:15:00Z,-393105
2013,EV,2013-10-31T10:00:00Z,2013-01-31T10:18:00Z,-393102
2013,MQ,2013-10-31T10:00:00Z,2013-01-31T10:25:00Z,-393095
2013,DL,2013-10-31T10:00:00Z,2013-01-31T10:05:00Z,-393115
2013,DL,2013-10-31T10:00:00Z,2013-01-31T10:25:00Z,-393095
2013,9E,2013-10-31T08:00:00Z,2013-01-31T08:15:00Z,-393105
2013,AA,2013-10-31T10:00:00Z,2013-01-31T10:25:00Z,-393095
2013,B6,2013-10-31T10:00:00Z,2013-01-31T10:21:00Z,-393099
2013,UA,2013-10-31T10:00:00Z,2013-01-31T10:04:00Z,-393116
2013,US,2013-10-31T10:00:00Z,2013-01-31T10:25:00Z,-393095
2013,AA,2013-10-31T10:00:00Z,2013-01-31T10:29:00Z,-393091
2013,VX,2013-10-31T10:00:00Z,2013-01-31T10:30:00Z,-393090
2013,EV,2013-10-31T10:00:00Z,2013-01-31T10:26:00Z,-393094
2013,EV,2013-10-31T10:00:00Z,2013-01-31T10:29:00Z,-393091
2013,AA,2013-10-31T10:00:00Z,2013-01-31T10:30:00Z,-393090
2013,DL,2013-10-31T10:00:00Z,2013-01-31T10:30:00Z,-393090
2013,EV,2013-10-31T10:00:00Z,2013-01-31T10:31:00Z,-393089
2013,EV,2013-10-31T10:00:00Z,2013-01-31T10:35:00Z,-393085
2013,US,2013-10-31T10:00:00Z,2013-01-31T10:30:00Z,-393090
